merchant_id,amount,currency,transaction_type,payment_method,customer_id,category,created_at,hour,day_of_week,status
merchant_greenleaf,1677.89,USD,payment,upi,customer_3451,office_supplies,2026-08-25T04:51:20+00:00,4,1,successful
merchant_greenleaf,1586.82,USD,payment,card,customer_5523,groceries,2026-08-10T16:46:18+00:00,16,0,successful
merchant_bluewave,2478.33,USD,payment,bank_transfer,customer_7111,office_supplies,2026-08-07T17:12:53+00:00,17,4,successful
merchant_daily_grind_cafe,1722.85,USD,payment,netbanking,customer_3662,food_delivery,2026-08-12T22:36:38+00:00,22,2,successful
merchant_swiftgear,1076.23,INR,payment,netbanking,customer_9304,marketing,2026-08-16T20:10:37+00:00,20,6,successful
merchant_bluewave,2373.04,USD,refund,bank_transfer,customer_6937,electronics,2026-08-13T08:30:00+00:00,8,3,successful
merchant_daily_grind_cafe,2294.8,EUR,payment,card,customer_4986,office_supplies,2026-08-12T19:46:38+00:00,19,2,successful
merchant_pixel_studio,1875.01,EUR,chargeback,wallet,customer_7849,office_supplies,2026-07-29T19:33:35+00:00,19,2,successful
merchant_daily_grind_cafe,834.78,INR,payment,bank_transfer,customer_4437,electronics,2026-08-04T08:36:49+00:00,8,1,successful
merchant_pixel_studio,774.14,INR,payment,wallet,customer_7252,groceries,2026-08-13T00:55:01+00:00,0,3,successful
merchant_techhive,50.94,INR,chargeback,netbanking,customer_3127,software_subscription,2026-08-02T14:49:15+00:00,14,6,successful
merchant_swiftgear,503.43,EUR,chargeback,bank_transfer,customer_8361,office_supplies,2026-07-29T13:48:00+00:00,13,2,successful
merchant_urbancart,540.19,EUR,chargeback,netbanking,customer_3657,electronics,2026-08-22T15:45:10+00:00,15,5,failed
merchant_daily_grind_cafe,2335.05,EUR,payment,upi,customer_8790,utilities,2026-08-02T10:11:33+00:00,10,6,successful
merchant_bluewave,482.98,EUR,refund,netbanking,customer_9425,office_supplies,2026-08-09T06:49:30+00:00,6,6,successful
merchant_greenleaf,2329.34,USD,refund,wallet,customer_4256,groceries,2026-07-31T14:50:59+00:00,14,4,successful
merchant_bluewave,928.14,USD,refund,netbanking,customer_2866,office_supplies,2026-08-13T22:44:46+00:00,22,3,successful
merchant_bluewave,2080.1,INR,payment,wallet,customer_5417,software_subscription,2026-08-01T11:01:58+00:00,11,5,failed
merchant_swiftgear,2415.09,INR,payment,netbanking,customer_4348,groceries,2026-07-29T06:24:52+00:00,6,2,successful
merchant_bluewave,1949.49,USD,refund,card,customer_5580,utilities,2026-08-04T01:31:38+00:00,1,1,pending
merchant_urbancart,1454.58,USD,payment,bank_transfer,customer_6014,utilities,2026-07-28T07:04:11+00:00,7,1,successful
merchant_greenleaf,1594.52,INR,expense,netbanking,customer_5787,groceries,2026-07-28T21:16:13+00:00,21,1,failed
merchant_pixel_studio,597.91,USD,payment,card,customer_8408,marketing,2026-08-17T09:54:00+00:00,9,0,successful
merchant_daily_grind_cafe,323.47,USD,chargeback,upi,customer_7604,software_subscription,2026-07-28T22:46:29+00:00,22,1,successful
merchant_urbancart,1073.2,EUR,refund,card,customer_1678,office_supplies,2026-08-22T20:08:38+00:00,20,5,failed
merchant_freshbite,771.35,EUR,refund,upi,customer_4822,office_supplies,2026-07-29T06:01:45+00:00,6,2,successful
merchant_freshbite,1597.05,INR,payment,bank_transfer,customer_6787,food_delivery,2026-08-11T21:41:24+00:00,21,1,pending
merchant_greenleaf,345.92,USD,payment,bank_transfer,customer_4305,electronics,2026-08-25T12:11:55+00:00,12,1,successful
merchant_bluewave,1696.08,EUR,expense,wallet,customer_7071,marketing,2026-07-31T20:01:51+00:00,20,4,successful
merchant_urbancart,1261.89,USD,payment,netbanking,customer_9583,utilities,2026-08-07T15:07:24+00:00,15,4,pending
merchant_daily_grind_cafe,2045.41,EUR,chargeback,netbanking,customer_6634,food_delivery,2026-08-20T04:15:56+00:00,4,3,successful
merchant_pixel_studio,54.64,USD,expense,upi,customer_2622,food_delivery,2026-08-23T02:23:09+00:00,2,6,successful
merchant_daily_grind_cafe,201.94,INR,chargeback,upi,customer_3078,office_supplies,2026-08-25T06:54:53+00:00,6,1,pending
merchant_pixel_studio,2193.52,INR,payment,card,customer_3448,utilities,2026-08-03T08:55:19+00:00,8,0,successful
merchant_freshbite,1371.8,INR,payment,card,customer_3308,electronics,2026-08-07T09:37:24+00:00,9,4,successful
merchant_techhive,263.65,INR,payment,netbanking,customer_2365,office_supplies,2026-07-31T15:17:51+00:00,15,4,successful
merchant_techhive,1661.74,USD,expense,upi,customer_8601,food_delivery,2026-08-11T05:28:33+00:00,5,1,successful
merchant_techhive,892.49,USD,payment,netbanking,customer_7011,marketing,2026-08-17T01:40:03+00:00,1,0,pending
merchant_techhive,1178.51,INR,payment,netbanking,customer_7012,groceries,2026-08-12T23:58:16+00:00,23,2,pending
merchant_bluewave,461.83,USD,payment,card,customer_5505,utilities,2026-08-24T07:45:35+00:00,7,0,successful
merchant_freshbite,830.5,EUR,payment,card,customer_6026,travel,2026-08-23T09:35:08+00:00,9,6,successful
merchant_daily_grind_cafe,405.27,INR,payment,bank_transfer,customer_1958,software_subscription,2026-08-03T11:12:45+00:00,11,0,successful
merchant_bluewave,984.2,EUR,payment,card,customer_2273,electronics,2026-08-15T08:13:17+00:00,8,5,successful
merchant_bluewave,992.1,INR,payment,wallet,customer_1727,food_delivery,2026-08-11T07:42:49+00:00,7,1,successful
merchant_swiftgear,1693.39,EUR,refund,card,customer_3922,food_delivery,2026-08-16T23:35:48+00:00,23,6,successful
merchant_daily_grind_cafe,1072.82,INR,payment,netbanking,customer_3002,food_delivery,2026-08-04T08:18:18+00:00,8,1,successful
merchant_greenleaf,2205.7,USD,payment,bank_transfer,customer_3270,electronics,2026-08-25T11:42:13+00:00,11,1,successful
merchant_techhive,2218.08,INR,payment,card,customer_3288,utilities,2026-08-01T18:33:40+00:00,18,5,pending
merchant_techhive,2215.0,USD,expense,netbanking,customer_9552,software_subscription,2026-08-04T16:11:37+00:00,16,1,successful
merchant_bluewave,2217.08,USD,refund,bank_transfer,customer_4168,marketing,2026-07-29T07:53:23+00:00,7,2,successful
merchant_daily_grind_cafe,34.96,EUR,payment,card,customer_1790,travel,2026-08-12T03:10:37+00:00,3,2,successful
merchant_urbancart,1006.77,INR,expense,card,customer_4059,electronics,2026-08-05T19:13:53+00:00,19,2,successful
merchant_swiftgear,696.8,INR,payment,netbanking,customer_4113,utilities,2026-07-31T08:22:35+00:00,8,4,successful
merchant_swiftgear,1183.35,USD,refund,netbanking,customer_9298,utilities,2026-08-22T16:52:54+00:00,16,5,successful
merchant_pixel_studio,326.71,EUR,payment,netbanking,customer_7566,electronics,2026-08-18T22:10:06+00:00,22,1,successful
merchant_pixel_studio,700.93,EUR,payment,bank_transfer,customer_9352,marketing,2026-08-01T13:19:17+00:00,13,5,successful
merchant_freshbite,2275.57,INR,refund,upi,customer_3865,travel,2026-08-06T12:00:33+00:00,12,3,pending
merchant_bluewave,2193.73,USD,refund,bank_transfer,customer_7860,software_subscription,2026-08-21T21:11:47+00:00,21,4,successful
merchant_greenleaf,2240.68,INR,payment,card,customer_4218,utilities,2026-08-06T13:45:56+00:00,13,3,failed
merchant_bluewave,447.33,INR,expense,netbanking,customer_6050,groceries,2026-08-23T20:48:37+00:00,20,6,pending
merchant_swiftgear,328.43,INR,payment,card,customer_2610,marketing,2026-07-30T21:57:32+00:00,21,3,successful
merchant_swiftgear,314.86,INR,payment,wallet,customer_9490,marketing,2026-08-19T03:02:24+00:00,3,2,successful
merchant_swiftgear,520.24,INR,expense,card,customer_1619,software_subscription,2026-07-30T06:28:51+00:00,6,3,successful
merchant_pixel_studio,611.65,INR,payment,upi,customer_7981,travel,2026-08-23T23:52:36+00:00,23,6,successful
merchant_bluewave,123.55,EUR,payment,upi,customer_7487,utilities,2026-08-02T13:12:05+00:00,13,6,successful
merchant_bluewave,791.54,USD,payment,bank_transfer,customer_1111,electronics,2026-08-19T01:59:07+00:00,1,2,successful
merchant_freshbite,2440.77,EUR,payment,wallet,customer_6069,travel,2026-08-02T16:11:05+00:00,16,6,successful
